Column1,frequency,Combo,result
1092,7,technical maintenance,
2431,2,technical malfunctions,
2271,28,technical management,1
601,8,technical manager,
4583,1,technical marketing,
986,11,technical mbo,
4750,1,technical mind,
5288,1,technical ms,
6541,2,technical non,
116,29,technical nursing,1
1968,1,technical objectives,
2156,2,technical operations,
1938,2,technical operator,
7005,1,technical organization,
4584,1,technical partner,
4325,3,technical people,
6448,1,technical performance,
903,1,technical perspective,
6700,1,technical pivotal,
987,6,technical position,
6574,1,technical possibilities,
1939,10,technical problems,
6983,1,technical processes,
5817,1,technical product,
7368,2,technical products,
2240,1,technical professional,
4752,1,technical profile,
527,1,technical project,
6152,3,technical projects,
5219,1,technical protocol,
7006,1,technical purchase,
4753,2,technical quality,
68,8,technical questions,
2737,1,technical reading,
0,2,technical related,
5285,3,technical relationship,
3905,2,technical relationships,
1562,2,technical reports,
3838,1,technical requests,
1969,3,technical requirements,
6988,1,technical responsible,
1960,1,technical rooms,
471,5,technical sales,
6499,1,technical scope,
7049,3,technical sector,
200,51,technical service,1
3602,1,technical side,
892,16,technical skills,
5908,1,technical solution,
3585,2,technical solutions,
1314,9,technical specialist,
2785,2,technical specialists,
361,1,technical specifications,
6542,1,technical stakeholders,
4118,1,technical standpoint,
7008,1,technical studies,
6584,1,technical summary,
3684,4,technical supervisor,
5993,1,technical supplier,
69,12,technical support,
1882,2,technical talent,
2757,2,technical team,
24,2,technical teams,
4161,1,technical topics,
7028,1,technical trade,
1361,1,technical traineeship,
1982,12,technical training,
3685,2,technical vocational,
133,1,technical wholesaler,
1983,7,technical work,
2959,1,technical working,
4146,1,technically astute,
5231,1,technically based,
5302,1,technically capable,
4454,1,technically complicated,
4046,1,technically correct,
4987,1,technically independent,
2807,2,technically oriented,1
1986,6,technically skilled,1
3000,4,technically strong,2
3677,3,technically well,
5767,1,technically whether,
2752,1,technician apply,
705,6,technician assistant,2
754,10,technician at,
5373,1,technician avionics,
1347,1,technician challenge,
3978,2,technician cv,
3977,1,technician different,
3133,3,technician diploma,
5085,1,technician does,
5084,1,technician driving,
2382,2,technician during,
1080,1,technician e,
7004,1,technician electrical,
1033,1,technician elevators,
6231,1,technician escalators,
3980,2,technician excellent,
1066,1,technician first,
5167,1,technician flexible,
1079,4,technician full,
1032,1,technician get,
6763,2,technician has,
2245,3,technician heating,
2963,1,technician hengelo,
3976,1,technician include,
5086,1,technician independent,
2753,2,technician informal,
5809,1,technician inrax,
4042,2,technician installation,
2964,1,technician instrumentation,1
6637,1,technician it,
1017,2,technician maintenance,1
1356,5,technician mechanic,1
1018,2,technician mechanical,1
5374,2,technician mechanics,1
6385,1,technician motor,
6065,2,technician plumber,1
6154,1,technician possibility,
2915,3,technician preferably,
3979,1,technician proactive,
6636,1,technician refrigeration,
4906,1,technician roofer,2
6209,1,technician several,
3374,1,technician solves,2
3867,1,technician strengthen,
1602,2,technician suit,
2246,1,technician supplemented,
91,8,technician then,
3984,2,technician there,
591,1,technician towards,
3747,1,technician understand,2
1086,4,technician via,
794,6,technician w,
5186,1,technician will,
2570,2,technician within,2
4043,1,technician working,2
3126,1,technologically advanced,
1437,1,technology √,
623,4,technology 1,
4089,1,technology 3,
3253,1,technology 5,
3531,1,technology affinity,
5560,1,technology agricultural,
3131,4,technology among,
7273,3,technology applications,
7357,2,technology applies,
1963,1,technology apprentice,
732,9,technology at,
3295,1,technology beautiful,
4041,1,technology below,
7271,3,technology both,
906,1,technology build,
731,4,technology but,
5047,1,technology camp,
5049,1,technology can,
7270,3,technology care,
6669,1,technology carrying,
4589,2,technology champions,
3929,1,technology choices,
27,4,technology cla,
5675,1,technology command,
2518,1,technology commissioner,2
5931,1,technology companies,
2030,3,technology company,
3530,1,technology completely,
5933,1,technology conferences,
4228,1,technology consists,
2893,1,technology data,2
6793,1,technology delivers,
887,3,technology demonstrable,
4590,1,technology demonstrated,
2157,2,technology department,
7277,3,technology digitization,2
588,7,technology do,
5484,1,technology domain,
4894,2,technology driven,
88,4,technology driving,
87,1,technology during,
636,1,technology education,1
1030,4,technology electrical,
7125,4,technology electronics,
3464,1,technology enabled,
6239,2,technology energy,
1319,3,technology engineer,1
5676,1,technology english,2
7274,3,technology ensuring,2
5569,1,technology every,
5258,1,technology excellent,2
2411,2,technology experience,1
5357,1,technology fault,
6623,1,technology fields,
7002,1,technology from,
7275,3,technology give,
3198,1,technology glashorst,
2242,1,technology goes,
1945,5,technology good,
531,2,technology group,
2380,2,technology growth,
1394,1,technology happy,
1321,2,technology harderwijk,
2161,1,technology has,
3983,1,technology heating,
6384,1,technology high,
4770,1,technology holds,
2467,2,technology ibm,
6462,1,technology independent,
335,1,technology industry,
3154,1,technology infrastructure,
2383,2,technology innovation,
1438,1,technology installation,
1995,2,technology instructional,
5247,1,technology insulation,
3047,1,technology interested,2
2320,2,technology it,
3752,1,technology knowledge,2
6214,1,technology knows,2
1158,1,technology leading,
6670,1,technology level,
1630,2,technology lives,
4512,1,technology maintenance,1
7303,2,technology make,
2159,1,technology manufacturing,2
6794,1,technology mathematics,2
6153,2,technology mechanical,2
3990,3,technology mechatronics,2
2355,1,technology minds,
1320,1,technology mit,
4353,4,technology model,
2099,2,technology more,
792,2,technology number,
4226,1,technology offers,
5039,1,technology operational,
5932,1,technology paradigms,
1178,1,technology patriot,2
4483,1,technology perform,2
2160,1,technology performing,2
2031,2,technology perspective,2
2338,1,technology platform,
1448,1,technology plays,
2567,1,technology pneumatics,
2212,2,technology preference,1
6721,1,technology proactive,1
2158,3,technology product,
4225,1,technology products,
4164,1,technology professionals,2
7272,3,technology project,
4299,1,technology projects,2
2568,1,technology pumps,
2243,1,technology questions,
1194,1,technology really,
590,2,technology relevant,
7276,3,technology required,
3928,1,technology roadmaps,2
2637,1,technology sales,2
1064,2,technology service,
1238,4,technology several,
408,1,technology similar,
7471,1,technology solar,
4635,1,technology solution,
3153,6,technology solutions,
304,1,technology some,
2950,1,technology stack,
2638,1,technology starting,
2032,2,technology strong,2
4636,2,technology subcategory,
5033,2,technology such,
5289,1,technology systems,
2997,2,technology technically,
5356,1,technology technology,
6701,1,technology telecom,
2356,4,technology that,
589,7,technology then,
2213,2,technology there,
2211,2,technology these,
5048,1,technology they,
4205,2,technology training,
3155,3,technology trends,
3486,2,technology used,
850,1,technology vca,
3746,1,technology vnom,
6063,1,technology w,
4227,1,technology wants,
1563,8,technology what,
3102,1,technology will,
4418,4,technology within,
3046,2,technology work,
6038,1,technology working,
5050,1,technology works,
2129,2,technology would,
7124,4,technology yes,
4321,1,telecommunication equipment,
3521,2,telemarketing representative,1
4241,1,teleworking at,
6816,1,tenacious creative,1
4862,1,tenacity will,
1472,1,thematic collaboration,
2512,4,theoretical knowledge,1
3372,4,theoretical mbo,
5411,1,therapeutic climate,
3083,1,therapeutic experience,2
5131,1,therapeutic expertise,2
2514,1,therapeutic methods,2
2515,1,therapeutic relationship,
4715,1,therapist at,
6583,1,therapist expert,2
4716,1,therapist upon,
2511,1,therapist within,2
4714,1,therapy big,
2509,1,therapy course,2
7244,3,therapy designation,
6828,1,therapy do,
4713,1,therapy insight,1
5782,1,therapy pediatric,1
2510,1,therapy skills,1
1211,1,thorough checking,1
4397,1,thorough familiarization,
831,19,thorough knowledge,2
3737,1,thorough motivation,1
6420,1,thorough performance,2
5203,2,thorough product,
5091,1,thorough professional,2
2117,3,thorough training,2
1091,2,thoroughly cleaned,2
5391,1,thoroughness ensures,
6852,1,tidying up,1
3750,1,toilet areas,
853,1,toilet bowls,
4433,1,toilet seats,
3056,1,traditional administration,
6893,1,traditional cigarette,
2654,1,traditional craftsmanship,
4178,2,traditional equal,
1539,1,traditional home,
6966,2,traditional inside,
4919,1,traditional masonry,
5510,1,traditional procedures,
5206,2,traditional restaurant,
6967,1,traditional sales,
5099,1,traditional software,
332,1,trainer chipsoft,1
1908,1,trainer do,
7469,2,trainer m,
729,1,trainer twice,
6907,1,transcending agile,
4655,3,transforming business,2
5919,1,transforming existing,2
6313,1,transforming patients,2
5078,2,transforming their,2
3628,1,translate all,
1721,3,translate business,2
2871,1,translate changed,
3796,1,translate complex,
291,2,translate customer,
914,1,translate functional,2
6603,1,translate insights,1
7446,2,translate national,2
3067,2,translate policy,1
194,4,translate prisma,1
375,2,translate sales,1
3735,1,translate their,
397,6,translate them,
4935,5,translate these,
7295,2,translate wishes,1
1269,1,translates into,1
5714,1,translating category,1
4088,1,translating challenges,
3941,1,translating customer,1
1485,1,translating information,1
4527,1,translating logistical,1
5076,1,translating presenting,1
844,1,translating results,
4941,1,translating science,1
3188,1,translating them,
5017,1,translating use,2
4528,1,translation between,2
5463,1,translation from,2
7085,1,translation into,2
6494,1,transparency towards,2
5772,1,transparent collegial,
6416,1,transparent manner,2
4726,2,transparent organization,
3137,1,transparent service,2
2549,1,transporter company,
3492,1,travel 50,
2600,1,travel across,
1354,1,travel all,
89,324,travel allowance,
2034,2,travel annually,
2339,1,travel basic,
6648,1,travel between,
7189,3,travel bookingcom,
2768,2,travel by,
4166,1,travel can,
7358,2,travel collaborate,
431,20,travel costs,
2601,1,travel coverage,
2395,1,travel data,
2767,1,travel distance,
374,30,travel expenses,
7190,3,travel experience,
5007,1,travel further,
7193,3,travel helps,
4393,1,travel here,
4915,1,travel hours,
7192,3,travel industry,
5001,1,travel information,
1031,4,travel insurance,
6349,1,travel internationally,2
5083,1,travel irregular,
6350,1,travel living,
6230,1,travel long,
6137,1,travel maximum,
537,1,travel may,
2068,1,travel no,
4165,1,travel once,
988,8,travel pension,
2276,2,travel pleasantly,
5261,1,travel please,
2698,5,travel regularly,
345,4,travel reimbursement,
5291,1,travel required,
5260,1,travel requirements,
1246,1,travel subscription,
7191,3,travel tech,2
3333,5,travel throughout,2
1051,7,travel time,
2585,1,travel times,
536,1,travel travel,
2576,4,travel up,
1372,1,travel visiting,
4406,1,travel what,
4156,2,troubleshoot technical,1
4179,1,troubleshooting java,2
5534,1,troubleshooting marine,2
2268,1,troubleshooting own,
5842,1,troubleshooting performing,1
6024,1,troubleshooting repair,1
1005,9,trusted advisor,2
6739,1,trusted brands,2
4143,2,trusted business,2
3817,1,trusted contact,
6782,1,trusted counselors,
1700,1,trusted destruction,
5335,3,trusted environment,
932,1,trusted face,
1536,5,trusted home,
6783,1,trusted people,
5066,1,trusted relationships,
1537,1,trusted team,
